gcf_id	group	subgroup	genus	species_strain
GCF_002222575.1_ASM222257v1	Proteobacteria	delta/epsilon subdivisions	Helicobacter	pylori
GCF_002222595.2_ASM222259v2	Terrabacteria group	Firmicutes	Blautia	hansenii_DSM_20583
GCF_002222615.2_ASM222261v2	FCB group	Bacteroidetes/Chlorobi group	Bacteroides	caccae
GCF_002222635.1_ASM222263v1	Proteobacteria	Alphaproteobacteria	Sulfitobacter	pseudonitzschiae
GCF_002222655.1_ASM222265v1	Proteobacteria	Betaproteobacteria	Vitreoscilla	filiformis
GCF_002223805.1_ASM222380v1	Proteobacteria	Gammaproteobacteria	Pseudomonas	aeruginosa
GCF_002224265.1_ASM222426v1	Proteobacteria	Gammaproteobacteria	Vibrio	vulnificus_NBRC_15645_=_ATCC_27562
GCF_002224285.1_ASM222428v1	Terrabacteria group	Actinobacteria	Arthrobacter	sp._YN
GCF_002224305.1_ASM222430v1	Terrabacteria group	Firmicutes	Lactobacillus	acidophilus
GCF_002224325.1_ASM222432v1	Proteobacteria	delta/epsilon subdivisions	Campylobacter	jejuni
GCF_002224345.1_ASM222434v1	Terrabacteria group	Firmicutes	Bacillus	cereus_C1L
GCF_002224365.1_ASM222436v1	Terrabacteria group	Firmicutes	Virgibacillus	necropolis
GCF_002224385.1_ASM222438v1	Proteobacteria	delta/epsilon subdivisions	Campylobacter	jejuni
GCF_002224405.1_ASM222440v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Indiana
GCF_002224425.1_ASM222442v1	Terrabacteria group	Firmicutes	Lactobacillus	curvatus
GCF_002224505.1_ASM222450v1	Terrabacteria group	Firmicutes	Lactobacillus	curvatus
GCF_002224525.1_ASM222452v1	Proteobacteria	Gammaproteobacteria	Xanthomonas	citri_pv._malvacearum
GCF_002224545.1_ASM222454v1	Proteobacteria	Gammaproteobacteria	Xanthomonas	citri_pv._malvacearum
GCF_002224565.1_ASM222456v1	Terrabacteria group	Firmicutes	Lactobacillus	sakei
GCF_002224585.2_ASM222458v2	Proteobacteria	Gammaproteobacteria	Pantoea	ananatis
GCF_002224645.1_ASM222464v1	Terrabacteria group	Firmicutes	Dehalobacterium	formicoaceticum
GCF_002234355.1_ASM223435v1	Terrabacteria group	Firmicutes	Clostridioides	difficile
GCF_002234455.1_ASM223445v1	Proteobacteria	delta/epsilon subdivisions	Campylobacter	jejuni
GCF_002234475.1_ASM223447v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._salamae_serovar_57:z29:z42
GCF_002234495.1_ASM223449v1	FCB group	Bacteroidetes/Chlorobi group	Arenibacter	algicola
GCF_002234515.1_ASM223451v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Mbandaka
GCF_002234535.1_ASM223453v1	Terrabacteria group	Actinobacteria	Actinoalloteichus	hoggarensis
GCF_002234575.2_ASM223457v2	Terrabacteria group	Firmicutes	Enterocloster	bolteae
GCF_002234735.2_ASM223473v2	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Saintpaul
GCF_002234755.2_ASM223475v2	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Derby
GCF_002234775.1_ASM223477v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Braenderup
GCF_002234795.1_ASM223479v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Manhattan
GCF_002236855.1_ASM223685v1	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_002236875.1_ASM223687v1	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_002236895.1_ASM223689v1	Terrabacteria group	Firmicutes	Bacillus	licheniformis
GCF_002237305.1_ASM223730v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli
GCF_002237325.1_ASM223732v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli
GCF_002237405.1_ASM223740v1	Proteobacteria	Gammaproteobacteria	Pseudomonas	aeruginosa
GCF_002237425.1_ASM223742v1	Proteobacteria	Gammaproteobacteria	Pseudomonas	aeruginosa
GCF_002237445.1_ASM223744v1	Proteobacteria	Betaproteobacteria	Neisseria	sp._KEM232
GCF_002237465.1_ASM223746v1	Proteobacteria	Gammaproteobacteria	Enterobacter	hormaechei
GCF_002237515.1_ASM223751v1	Terrabacteria group	Firmicutes	Bacillus	velezensis
GCF_002237535.1_ASM223753v1	Proteobacteria	Gammaproteobacteria	Bacterioplanes	sanyensis
GCF_002237555.1_ASM223755v1	Proteobacteria	Alphaproteobacteria	Antarctobacter	heliothermus
GCF_002237575.1_ASM223757v1	Terrabacteria group	Tenericutes	Spiroplasma	corruscae
GCF_002237595.1_ASM223759v1	Proteobacteria	Alphaproteobacteria	Labrenzia	sp._VG12
GCF_002237615.1_ASM223761v1	Proteobacteria	Alphaproteobacteria	Erythrobacter	flavus
GCF_002238275.1_ASM223827v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica
GCF_002238295.1_ASM223829v1	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_002238315.1_ASM223831v1	Terrabacteria group	Firmicutes	Streptococcus	pyogenes
GCF_002238335.1_ASM223833v1	Proteobacteria	delta/epsilon subdivisions	Campylobacter	avium_LMG_24591
GCF_002238395.1_ASM223839v1	Terrabacteria group	Firmicutes	Bacillus	velezensis
GCF_002239895.2_ASM223989v2	Proteobacteria	Gammaproteobacteria	Klebsiella	quasipneumoniae
GCF_002240035.1_ASM224003v1	Proteobacteria	Gammaproteobacteria	Legionella	clemsonensis
GCF_002240055.1_ASM224005v1	Fusobacteria	Fusobacteriia	Leptotrichia	sp._oral_taxon_498
GCF_002240155.1_ASM224015v1	Terrabacteria group	Actinobacteria	Mycobacterium	chimaera
GCF_002240185.1_ASM224018v1	Proteobacteria	Alphaproteobacteria	Rhizobium	leguminosarum_bv._viciae
GCF_002240205.1_ASM224020v1	FCB group	Bacteroidetes/Chlorobi group	Prosthecochloris	sp._GSB1
GCF_002240295.1_ASM224029v1	Proteobacteria	Gammaproteobacteria	Klebsiella	quasipneumoniae
GCF_002240355.1_ASM224035v1	Terrabacteria group	Actinobacteria	Prauserella	marina
GCF_002240375.1_ASM224037v1	Terrabacteria group	Firmicutes	Lactobacillus	agilis
GCF_002240415.1_ASM224041v1	Terrabacteria group	Firmicutes	Paenibacillus	kribbensis
GCF_002240435.1_ASM224043v1	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_002240455.1_ASM224045v1	Terrabacteria group	Actinobacteria	Cellulomonas	sp._PSBB021
GCF_002240475.1_ASM224047v1	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_002240495.1_ASM224049v1	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_002240515.1_ASM224051v1	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_002242175.1_ASM224217v1	Proteobacteria	Betaproteobacteria	Alcaligenes	faecalis
GCF_002242615.1_ASM224261v1	Terrabacteria group	Firmicutes	Lactobacillus	fermentum
GCF_002243305.1_ASM224330v1	Terrabacteria group	Firmicutes	Weissella	cibaria
GCF_002243325.2_ASM224332v2	Terrabacteria group	Firmicutes	Bacillus	velezensis
GCF_002243365.1_ASM224336v1	Proteobacteria	Alphaproteobacteria	Rhizobium	leguminosarum_bv._viciae
GCF_002243425.1_ASM224342v1	FCB group	Bacteroidetes/Chlorobi group	Candidatus	Sulcia_muelleri
GCF_002243445.1_ASM224344v1	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae
GCF_002243495.1_ASM224349v1	Terrabacteria group	Firmicutes	Bacillus	atrophaeus
GCF_002243515.1_ASM224351v1	Terrabacteria group	Firmicutes	Tumebacillus	algifaecis
GCF_002243535.1_ASM224353v1	Terrabacteria group	Firmicutes	Tetragenococcus	halophilus
GCF_002243555.1_ASM224355v1	Terrabacteria group	Actinobacteria	Corynebacterium	glutamicum_ATCC_14067
GCF_002243625.1_ASM224362v1	Terrabacteria group	Firmicutes	Aeribacillus	pallidus
GCF_002243645.1_ASM224364v1	Terrabacteria group	Firmicutes	Bacillus	simplex_NBRC_15720_=_DSM_1321
GCF_002243665.1_ASM224366v1	Terrabacteria group	Firmicutes	Geobacillus	thermocatenulatus
GCF_002249955.1_ASM224995v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli
GCF_002249975.1_ASM224997v1	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae_subsp._pneumoniae
GCF_002249995.1_ASM224999v1	Proteobacteria	Gammaproteobacteria	Citrobacter	farmeri
GCF_002250035.1_ASM225003v1	Terrabacteria group	Firmicutes	Lactobacillus	sakei
GCF_002250055.1_ASM225005v1	Terrabacteria group	Firmicutes	Bacillus	cohnii
GCF_002250075.1_ASM225007v1	Terrabacteria group	Firmicutes	Thermoanaerobacterium	thermosaccharolyticum
GCF_002250095.2_ASM225009v2	Terrabacteria group	Firmicutes	Staphylococcus	lugdunensis
GCF_002250115.1_ASM225011v1	Terrabacteria group	Firmicutes	Bacillus	clausii
GCF_002250885.2_ASM225088v2	Terrabacteria group	Firmicutes	Bacillus	cytotoxicus
GCF_002250905.2_ASM225090v2	Terrabacteria group	Firmicutes	Bacillus	cytotoxicus
GCF_002250925.2_ASM225092v2	Terrabacteria group	Firmicutes	Bacillus	cytotoxicus
GCF_002250945.2_ASM225094v2	Terrabacteria group	Firmicutes	Bacillus	cytotoxicus
GCF_002250965.2_ASM225096v2	Terrabacteria group	Firmicutes	Bacillus	cytotoxicus
GCF_002251005.2_ASM225100v2	Terrabacteria group	Firmicutes	Bacillus	cytotoxicus
GCF_002251025.2_ASM225102v2	Terrabacteria group	Firmicutes	Bacillus	cytotoxicus
GCF_002251045.2_ASM225104v2	Terrabacteria group	Firmicutes	Bacillus	cytotoxicus
GCF_002251055.2_ASM225105v2	Terrabacteria group	Firmicutes	Bacillus	cytotoxicus
GCF_002251115.2_ASM225111v2	Terrabacteria group	Firmicutes	Bacillus	cytotoxicus
GCF_002257505.1_ASM225750v1	Terrabacteria group	Tenericutes	Mycoplasma	hyopneumoniae
GCF_002257545.1_ASM225754v1	Proteobacteria	Gammaproteobacteria	Vibrio	qinghaiensis
GCF_002257565.1_ASM225756v1	Proteobacteria	Betaproteobacteria	Herbaspirillum	sp._meg3
GCF_002257585.1_ASM225758v1	FCB group	Bacteroidetes/Chlorobi group	Mucilaginibacter	xinganensis
GCF_002257605.1_ASM225760v1	FCB group	Bacteroidetes/Chlorobi group	Parabacteroides	sp._CT06
GCF_002257625.1_ASM225762v1	Terrabacteria group	Firmicutes	Lactobacillus	paracasei
GCF_002257765.2_ASM225776v2	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae
GCF_002257935.3_ASM225793v3	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae
GCF_002258055.2_ASM225805v2	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae
GCF_002258145.3_ASM225814v3	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae
GCF_002260685.1_ASM226068v1	Terrabacteria group	Actinobacteria	Nocardiopsis	dassonvillei
GCF_002262955.1_ASM226295v1	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_002262975.1_ASM226297v1	Proteobacteria	Alphaproteobacteria	Brucella	abortus
GCF_002262995.1_ASM226299v1	Proteobacteria	Alphaproteobacteria	Brucella	abortus
GCF_002263015.1_ASM226301v1	Proteobacteria	Alphaproteobacteria	Brucella	melitensis
GCF_002263495.1_ASM226349v1	Terrabacteria group	Actinobacteria	Nocardiopsis	gilva_YIM_90087
GCF_002263515.1_ASM226351v1	Terrabacteria group	Actinobacteria	Actinopolyspora	erythraea
GCF_002266435.2_ASM226643v2	Proteobacteria	Alphaproteobacteria	Bradyrhizobium	amphicarpaeae
GCF_002266465.2_ASM226646v2	Proteobacteria	Alphaproteobacteria	Bradyrhizobium	symbiodeficiens
GCF_002269175.1_ASM226917v1	Terrabacteria group	Firmicutes	Bacillus	subtilis
GCF_002269195.1_ASM226919v1	Terrabacteria group	Firmicutes	Bacillus	subtilis
GCF_002269255.1_ASM226925v1	Proteobacteria	Gammaproteobacteria	Klebsiella	quasivariicola
GCF_002269275.1_ASM226927v1	Terrabacteria group	Firmicutes	Bacillus	sp._1s-1
GCF_002269295.1_ASM226929v1	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae
GCF_002269325.1_ASM226932v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli_O6:H16
GCF_002269345.1_ASM226934v1	Proteobacteria	Alphaproteobacteria	Altererythrobacter	mangrovi
GCF_002269365.1_ASM226936v1	Terrabacteria group	Actinobacteria	Rhodococcus	pyridinivorans
GCF_002269385.1_ASM226938v1	FCB group	Bacteroidetes/Chlorobi group	Maribacter	cobaltidurans
GCF_002271215.1_ASM227121v1	Proteobacteria	Gammaproteobacteria	Lelliottia	jeotgali
GCF_002276165.1_ASM227616v1	Terrabacteria group	Firmicutes	Bacillus	kochii
GCF_002277895.1_ASM227789v1	Proteobacteria	Alphaproteobacteria	Rhizobium	sp._11515TR
GCF_002277915.1_ASM227791v1	Terrabacteria group	Firmicutes	Bacillus	anthracis
GCF_002277935.1_ASM227793v1	Terrabacteria group	Firmicutes	Enterococcus	durans
GCF_002277955.1_ASM227795v1	PVC group	Planctomycetes	Thermogutta	terrifontis
GCF_002277975.1_ASM227797v1	Terrabacteria group	Actinobacteria	Corynebacterium	glutamicum
GCF_002277995.2_ASM227799v2	FCB group	Bacteroidetes/Chlorobi group	Elizabethkingia	anophelis
GCF_002278015.2_ASM227801v2	Terrabacteria group	Firmicutes	Enterococcus	hirae
GCF_002278035.1_ASM227803v1	Proteobacteria	Alphaproteobacteria	Ochrobactrum	quorumnocens
GCF_002278055.1_ASM227805v1	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae
GCF_002278075.1_ASM227807v1	Proteobacteria	Betaproteobacteria	Paraburkholderia	aromaticivorans
GCF_002278095.1_ASM227809v1	Terrabacteria group	Firmicutes	Lactobacillus	delbrueckii_subsp._lactis_DSM_20072
GCF_002278115.2_ASM227811v2	Proteobacteria	Gammaproteobacteria	Escherichia	coli
GCF_002278135.2_ASM227813v2	Proteobacteria	Alphaproteobacteria	Bradyrhizobium	ottawaense
GCF_002282915.1_ASM228291v1	Terrabacteria group	Actinobacteria	Bifidobacterium	pseudolongum
GCF_002284855.1_ASM228485v1	Terrabacteria group	Actinobacteria	Actinobacteria	bacterium_IMCC25003
GCF_002284875.1_ASM228487v1	Terrabacteria group	Actinobacteria	Actinobacteria	bacterium_IMCC26103
GCF_002284895.1_ASM228489v1	Terrabacteria group	Actinobacteria	Actinobacteria	bacterium_IMCC19121
GCF_002284915.1_ASM228491v1	Terrabacteria group	Actinobacteria	Actinobacteria	bacterium_IMCC26077
GCF_002285455.1_ASM228545v1	Proteobacteria	Gammaproteobacteria	Escherichia	albertii
GCF_002285475.1_ASM228547v1	Proteobacteria	Gammaproteobacteria	Escherichia	albertii
GCF_002285495.1_ASM228549v1	Terrabacteria group	Firmicutes	Clostridium	isatidis
GCF_002285515.1_ASM228551v1	Proteobacteria	Gammaproteobacteria	Xanthomonas	hortorum
GCF_002285575.1_ASM228557v1	Proteobacteria	Gammaproteobacteria	Mannheimia	haemolytica
GCF_002285595.1_ASM228559v1	Proteobacteria	Gammaproteobacteria	Mannheimia	haemolytica
GCF_002285615.1_ASM228561v1	Proteobacteria	Gammaproteobacteria	Mannheimia	haemolytica
GCF_002285635.2_ASM228563v2	FCB group	Bacteroidetes/Chlorobi group	Chryseobacterium	piperi
GCF_002285655.1_ASM228565v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes
GCF_002285675.1_ASM228567v1	Terrabacteria group	Actinobacteria	Mycobacterium	intracellulare
GCF_002285695.1_ASM228569v1	Terrabacteria group	Actinobacteria	Mycobacterium	intracellulare
GCF_002285715.1_ASM228571v1	Terrabacteria group	Actinobacteria	Mycobacterium	marseillense
GCF_002285755.1_ASM228575v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli
GCF_002285775.1_ASM228577v1	Terrabacteria group	Firmicutes	Lactobacillus	delbrueckii_subsp._lactis
GCF_002285795.1_ASM228579v1	Terrabacteria group	Actinobacteria	Plantactinospora	sp._KBS50
GCF_002285815.1_ASM228581v1	Proteobacteria	Gammaproteobacteria	Mannheimia	haemolytica
GCF_002285835.1_ASM228583v1	Terrabacteria group	Firmicutes	Listeria	monocytogenes
GCF_002285855.1_ASM228585v1	Proteobacteria	Gammaproteobacteria	Candidatus	Hamiltonella_defensa_(Bemisia_tabaci)
GCF_002285875.1_ASM228587v1	Proteobacteria	Gammaproteobacteria	Candidatus	Portiera_aleyrodidarum_MED_(Bemisia_tabaci)
GCF_002285905.1_ASM228590v1	Proteobacteria	Alphaproteobacteria	Rickettsia	sp._MEAM1_(Bemisia_tabaci)
GCF_002285935.1_ASM228593v1	Proteobacteria	Gammaproteobacteria	Aeromonas	dhakensis
GCF_002285955.1_ASM228595v1	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_002285975.1_ASM228597v1	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_002285995.1_ASM228599v1	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_002286015.1_ASM228601v1	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_002286035.1_ASM228603v1	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_002286055.1_ASM228605v1	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_002286075.1_ASM228607v1	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_002286095.1_ASM228609v1	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_002286115.1_ASM228611v1	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_002286135.1_ASM228613v1	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_002286155.1_ASM228615v1	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_002286175.1_ASM228617v1	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_002286215.1_ASM228621v1	Terrabacteria group	Firmicutes	Lactobacillus	acidophilus
GCF_002286235.1_ASM228623v1	Terrabacteria group	Firmicutes	Lactobacillus	rhamnosus
GCF_002286255.1_ASM228625v1	Terrabacteria group	Firmicutes	Streptococcus	thermophilus
GCF_002286275.1_ASM228627v1	Terrabacteria group	Firmicutes	Lactobacillus	plantarum
GCF_002286295.1_ASM228629v1	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_002286315.1_ASM228631v1	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_002286335.1_ASM228633v1	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_002286355.1_ASM228635v1	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_002286375.1_ASM228637v1	Proteobacteria	Betaproteobacteria	Bordetella	pertussis
GCF_002287505.1_ASM228750v1	Terrabacteria group	Actinobacteria	Corynebacterium	glaucum
GCF_002287545.1_ASM228754v1	Proteobacteria	Gammaproteobacteria	Vibrio	anguillarum
GCF_002287605.1_ASM228760v1	Terrabacteria group	Actinobacteria	Mycobacterium	chimaera
GCF_002287725.2_ASM228772v2	Proteobacteria	Gammaproteobacteria	Pseudomonas	aeruginosa
GCF_002287885.2_ASM228788v2	Terrabacteria group	Actinobacteria	Candidatus	Nanopelagicus_limnes
GCF_002287905.1_ASM228790v1	Terrabacteria group	Firmicutes	Lactobacillus	gasseri_DSM_14869
GCF_002287925.1_ASM228792v1	Terrabacteria group	Actinobacteria	Candidatus	Planktophila_lacus
GCF_002287945.1_ASM228794v1	Terrabacteria group	Firmicutes	Lactobacillus	rhamnosus_DSM_14870
GCF_002287965.1_ASM228796v1	Terrabacteria group	Actinobacteria	Candidatus	Planktophila_dulcis
GCF_002288005.1_ASM228800v1	Terrabacteria group	Actinobacteria	Candidatus	Nanopelagicus_hibericus
GCF_002288025.1_ASM228802v1	Proteobacteria	Betaproteobacteria	Taylorella	equigenitalis
GCF_002288045.1_ASM228804v1	Terrabacteria group	Actinobacteria	Candidatus	Planktophila_dulcis
GCF_002288065.1_ASM228806v1	Terrabacteria group	Actinobacteria	Candidatus	Planktophila_sulfonica
GCF_002288075.1_ASM228807v1	Terrabacteria group	Actinobacteria	Streptomyces	sp._CLI2509
GCF_002288105.1_ASM228810v1	Terrabacteria group	Actinobacteria	Candidatus	Planktophila_versatilis
GCF_002288125.1_ASM228812v1	Proteobacteria	Betaproteobacteria	Taylorella	equigenitalis
GCF_002288145.1_ASM228814v1	Terrabacteria group	Actinobacteria	Candidatus	Planktophila_versatilis
GCF_002288155.1_ASM228815v1	Proteobacteria	Betaproteobacteria	Taylorella	equigenitalis
GCF_002288185.1_ASM228818v1	Terrabacteria group	Actinobacteria	Candidatus	Planktophila_vernalis
GCF_002288205.1_ASM228820v1	Proteobacteria	Betaproteobacteria	Taylorella	equigenitalis
GCF_002288225.1_ASM228822v1	Terrabacteria group	Actinobacteria	Candidatus	Planktophila_dulcis
GCF_002288245.1_ASM228824v1	Proteobacteria	Betaproteobacteria	Taylorella	equigenitalis
GCF_002288265.1_ASM228826v1	Terrabacteria group	Actinobacteria	Candidatus	Planktophila_versatilis
GCF_002288285.1_ASM228828v1	Proteobacteria	Alphaproteobacteria	Sphingobium	hydrophobicum
GCF_002288305.1_ASM228830v1	Terrabacteria group	Actinobacteria	Candidatus	Nanopelagicus_abundans
GCF_002288325.1_ASM228832v1	Terrabacteria group	Actinobacteria	Candidatus	Planktophila_lacus
GCF_002288345.1_ASM228834v1	Terrabacteria group	Actinobacteria	Candidatus	Planktophila_versatilis
GCF_002288365.1_ASM228836v1	Terrabacteria group	Actinobacteria	Candidatus	Planktophila_limnetica
GCF_002288385.1_ASM228838v1	Terrabacteria group	Actinobacteria	Candidatus	Planktophila_lacus
GCF_002288485.1_ASM228848v1	Proteobacteria	Alphaproteobacteria	Sinorhizobium	fredii_CCBAU_83666
GCF_002288505.1_ASM228850v1	Proteobacteria	Alphaproteobacteria	Sinorhizobium	sp._CCBAU_05631
GCF_002288525.1_ASM228852v1	Proteobacteria	Alphaproteobacteria	Ensifer	sojae_CCBAU_05684
GCF_002288545.1_ASM228854v1	Proteobacteria	Gammaproteobacteria	Pectobacterium	polaris
GCF_002288565.1_ASM228856v1	Proteobacteria	Gammaproteobacteria	Xanthomonas	citri_pv._malvacearum
GCF_002288585.1_ASM228858v1	Proteobacteria	Gammaproteobacteria	Xanthomonas	citri_pv._malvacearum
GCF_002289045.2_ASM228904v2	Terrabacteria group	Firmicutes	Enterococcus	faecalis
GCF_002289205.1_ASM228920v1	Terrabacteria group	Firmicutes	Streptococcus	agalactiae
GCF_002290025.1_ASM229002v1	Terrabacteria group	Firmicutes	Enterococcus	thailandicus
GCF_002290085.1_ASM229008v1	Terrabacteria group	Tenericutes	Mesoplasma	chauliocola
GCF_002290105.1_ASM229010v1	Terrabacteria group	Firmicutes	Bacillus	cereus
GCF_002290185.1_ASM229018v1	Terrabacteria group	Firmicutes	Lactobacillus	plantarum
GCF_002290205.1_ASM229020v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Saintpaul
GCF_002290285.1_ASM229028v1	Proteobacteria	Gammaproteobacteria	Klebsiella	michiganensis
GCF_002290305.1_ASM229030v1	Terrabacteria group	Firmicutes	Bacillus	subtilis
GCF_002291265.1_ASM229126v1	Proteobacteria	Gammaproteobacteria	Vibrio	anguillarum
GCF_002291405.1_ASM229140v1	Proteobacteria	Betaproteobacteria	Variovorax	boronicumulans
GCF_002291425.1_ASM229142v1	Proteobacteria	Gammaproteobacteria	Gibbsiella	quercinecans
