,group,subgroup,genus,species_strain,group_id,subgroup_id,genus_id,species_strain_id
GCF_001900575.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001900595.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001900615.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001900635.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001900655.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001900675.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001900695.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001900715.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001900735.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001900775.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001900795.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001900815.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001900835.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001900885.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001900905.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001900925.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001900945.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001900965.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001900985.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001901005.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001901025.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001901045.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001901065.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001901085.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001901105.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_900327265.1,Proteobacteria,Alphaproteobacteria,Orientia,tsutsugamushi,16,3,672,5540
GCF_001901125.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001901145.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001901165.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001901185.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001901215.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001901315.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001901365.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001901405.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001901425.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001901445.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001901465.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001901705.1,Terrabacteria group,Tenericutes,Mycoplasma,pneumoniae,20,36,617,3454
GCF_001902195.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001902215.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001902235.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001902255.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001902275.1,Terrabacteria group,Actinobacteria,Corynebacterium,diphtheriae,20,2,222,1317
GCF_001902295.1,Terrabacteria group,Firmicutes,Clostridium,kluyveri,20,23,207,2428
GCF_001902315.1,Terrabacteria group,Firmicutes,Staphylococcus,succinus,20,23,912,5239
GCF_001902335.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001902355.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001902375.1,Proteobacteria,Gammaproteobacteria,Acinetobacter,baumannii,16,25,20,579
GCF_001902395.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001902415.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001902435.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001902455.1,Terrabacteria group,Firmicutes,Streptococcus,pneumoniae,20,23,921,3454
GCF_001902475.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001902495.1,Terrabacteria group,Firmicutes,Parageobacillus,thermoglucosidasius,20,23,696,5386
GCF_001902515.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001902535.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001902555.1,Terrabacteria group,Firmicutes,Bacillus,subtilis,20,23,113,5207
GCF_001908275.1,Terrabacteria group,Firmicutes,Paenibacillus,xylanexedens,20,23,683,5809
GCF_001908295.1,Proteobacteria,Gammaproteobacteria,Acinetobacter,baumannii,16,25,20,579
GCF_001908315.1,Proteobacteria,Alphaproteobacteria,Bradyrhizobium,diazoefficiens,16,3,143,1298
GCF_001908335.1,Terrabacteria group,Firmicutes,Listeria,monocytogenes,20,23,515,2866
GCF_001908375.1,Proteobacteria,Alphaproteobacteria,Rhizobium,etli_8C-3,16,3,798,1720
GCF_001908415.1,Terrabacteria group,Firmicutes,Lactobacillus,delbrueckii_subsp._indicus,20,23,487,1256
GCF_001908435.2,Proteobacteria,Gammaproteobacteria,Vibrio,harveyi,16,25,1031,2125
GCF_001908455.1,Terrabacteria group,Firmicutes,Lactobacillus,plantarum_subsp._plantarum,20,23,487,3431
GCF_001908475.1,Terrabacteria group,Firmicutes,Bacillus,altitudinis,20,23,113,224
GCF_001908515.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001908595.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001908615.1,Proteobacteria,Alphaproteobacteria,Rhizobium,gallicum,16,3,798,1923
GCF_001908625.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001908655.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001908675.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001908695.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001908715.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001908725.1,Proteobacteria,Gammaproteobacteria,Xanthomonas,vesicatoria_ATCC_35937,16,25,1046,5717
GCF_001908755.1,Proteobacteria,Gammaproteobacteria,Xanthomonas,gardneri,16,25,1046,1949
GCF_001908775.1,Proteobacteria,Gammaproteobacteria,Xanthomonas,gardneri,16,25,1046,1949
GCF_001908795.1,Proteobacteria,Gammaproteobacteria,Xanthomonas,euvesicatoria,16,25,1046,1728
GCF_001908815.1,Proteobacteria,Gammaproteobacteria,Xanthomonas,vesicatoria,16,25,1046,5716
GCF_001908835.1,Proteobacteria,Alphaproteobacteria,Marivivens,sp._JLT3646,16,3,546,4553
GCF_001908855.1,Proteobacteria,Gammaproteobacteria,Xanthomonas,perforans,16,25,1046,3308
GCF_001908875.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001908895.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001913135.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,psychrotolerans,16,25,776,3715
GCF_001913155.1,FCB group,Bacteroidetes/Chlorobi group,Maribacter,sp._T28,11,6,532,4974
GCF_001913175.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001913195.1,Terrabacteria group,Firmicutes,Listeria,monocytogenes,20,23,515,2866
GCF_001913215.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,syringae_pv._actinidiae,16,25,776,5297
GCF_001913235.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,syringae_pv._actinidiae,16,25,776,5297
GCF_001921905.1,Terrabacteria group,Firmicutes,Clostridium,botulinum,20,23,207,659
GCF_001921925.1,Terrabacteria group,Firmicutes,Clostridium,botulinum,20,23,207,659
GCF_001921945.1,Terrabacteria group,Firmicutes,Clostridium,botulinum,20,23,207,659
GCF_001921965.1,Terrabacteria group,Firmicutes,Clostridium,botulinum,20,23,207,659
GCF_001921985.1,Terrabacteria group,Firmicutes,Clostridium,botulinum,20,23,207,659
GCF_001922005.1,Terrabacteria group,Firmicutes,Bacillus,amyloliquefaciens,20,23,113,254
GCF_001922025.1,Terrabacteria group,Firmicutes,Lactobacillus,parabuchneri,20,23,487,3206
GCF_001922045.1,Proteobacteria,Gammaproteobacteria,Xanthomonas,citri_pv._citri,16,25,1046,983
GCF_001922065.1,Proteobacteria,Gammaproteobacteria,Xanthomonas,citri_pv._citri,16,25,1046,983
GCF_001922085.1,Proteobacteria,Gammaproteobacteria,Xanthomonas,citri_pv._citri,16,25,1046,983
GCF_001922105.1,Proteobacteria,Gammaproteobacteria,Xanthomonas,citri_pv._citri,16,25,1046,983
GCF_001922145.1,Terrabacteria group,Firmicutes,Paenibacillus,polymyxa,20,23,683,3547
GCF_001922165.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Newport,16,25,856,1566
GCF_001922185.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Typhimurium,16,25,856,1628
GCF_001922205.1,Proteobacteria,Gammaproteobacteria,Acinetobacter,baumannii,16,25,20,579
GCF_001922225.1,Proteobacteria,Gammaproteobacteria,Acinetobacter,baumannii,16,25,20,579
GCF_001922245.1,Proteobacteria,Gammaproteobacteria,Acinetobacter,baumannii,16,25,20,579
GCF_001922265.1,Terrabacteria group,Actinobacteria,Corynebacterium,pseudotuberculosis,20,2,222,3670
GCF_001922285.1,Terrabacteria group,Actinobacteria,Corynebacterium,pseudotuberculosis,20,2,222,3670
GCF_001922305.1,Proteobacteria,Betaproteobacteria,Thauera,chlorobenzoica,16,7,968,933
GCF_001922325.1,Terrabacteria group,Firmicutes,Pediococcus,acidilactici,20,23,712,41
GCF_001922345.1,Proteobacteria,Betaproteobacteria,Paraburkholderia,sp._SOS3,16,7,692,4948
GCF_001922365.1,Proteobacteria,Gammaproteobacteria,Enterobacter,cloacae,16,25,307,1009
GCF_001922385.1,Proteobacteria,Alphaproteobacteria,Sphingomonas,koreensis,16,3,899,2438
GCF_001922405.1,Terrabacteria group,Firmicutes,Staphylococcus,condimenti,20,23,912,1156
GCF_001922465.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001922485.1,Terrabacteria group,Actinobacteria,Mycobacterium,tuberculosis,20,2,613,5544
GCF_001922545.1,Spirochaetes,Spirochaetia,Borreliella,garinii,17,34,138,1950
GCF_001931555.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Infantis,16,25,856,1529
GCF_001931575.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Infantis,16,25,856,1529
GCF_001931595.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Infantis,16,25,856,1529
GCF_001931615.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Infantis,16,25,856,1529
GCF_001931635.1,Terrabacteria group,Actinobacteria,Streptomyces,sp._Tue_6075,20,2,923,4997
GCF_001931675.1,Proteobacteria,Betaproteobacteria,Pandoraea,thiooxydans,16,7,688,5427
GCF_001931755.2,Proteobacteria,Alphaproteobacteria,Wolbachia,endosymbiont_of_Folsomia_candida,16,3,1043,1398
GCF_001932515.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001932535.1,Proteobacteria,Gammaproteobacteria,Thalassolituus,oleivorans,16,25,965,3116
GCF_900327275.1,Proteobacteria,Alphaproteobacteria,Orientia,tsutsugamushi,16,3,672,5540
GCF_001932555.1,Proteobacteria,Gammaproteobacteria,Acinetobacter,haemolyticus,16,25,20,2092
GCF_001932595.1,Proteobacteria,Gammaproteobacteria,Piscirickettsia,salmonis,16,25,739,4019
GCF_001932615.1,Terrabacteria group,Firmicutes,Weissella,jogaejeotgali,20,23,1037,2398
GCF_001932635.1,Proteobacteria,Gammaproteobacteria,Pectobacterium,brasiliense,16,25,711,691
GCF_001932675.1,FCB group,Bacteroidetes/Chlorobi group,Salegentibacter,sp._T436,11,6,842,4975
GCF_001932695.1,Terrabacteria group,Firmicutes,Weissella,cibaria,20,23,1037,965
GCF_001932715.1,Terrabacteria group,Firmicutes,Streptococcus,agalactiae,20,23,921,140
GCF_001932735.1,Proteobacteria,Gammaproteobacteria,Piscirickettsia,salmonis,16,25,739,4019
GCF_001932755.1,Proteobacteria,Gammaproteobacteria,Piscirickettsia,salmonis,16,25,739,4019
GCF_001932775.1,Proteobacteria,Gammaproteobacteria,Piscirickettsia,salmonis,16,25,739,4019
GCF_001932795.1,Proteobacteria,Gammaproteobacteria,Piscirickettsia,salmonis,16,25,739,4019
GCF_001932815.1,Proteobacteria,Gammaproteobacteria,Piscirickettsia,salmonis,16,25,739,4019
GCF_001932835.1,Proteobacteria,Gammaproteobacteria,Piscirickettsia,salmonis,16,25,739,4019
GCF_001932855.1,Proteobacteria,Gammaproteobacteria,Piscirickettsia,salmonis,16,25,739,4019
GCF_001932875.1,Proteobacteria,Gammaproteobacteria,Piscirickettsia,salmonis,16,25,739,4019
GCF_001932895.1,Proteobacteria,Gammaproteobacteria,Piscirickettsia,salmonis,16,25,739,4019
GCF_001932915.1,Proteobacteria,Gammaproteobacteria,Piscirickettsia,salmonis,16,25,739,4019
GCF_001932935.1,Proteobacteria,Gammaproteobacteria,Piscirickettsia,salmonis,16,25,739,4019
GCF_001932955.1,Proteobacteria,Gammaproteobacteria,Piscirickettsia,salmonis,16,25,739,4019
GCF_001936035.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001936175.1,Proteobacteria,Alphaproteobacteria,Methylobacterium,phyllosphaerae,16,3,564,3385
GCF_001936195.1,Terrabacteria group,Actinobacteria,Corynebacterium,glutamicum,20,2,222,2023
GCF_001936215.1,Terrabacteria group,Actinobacteria,Mycobacterium,avium_subsp._hominissuis,20,2,613,531
GCF_001936235.1,Terrabacteria group,Firmicutes,Lactobacillus,jensenii,20,23,487,2395
GCF_001936255.1,Spirochaetes,Spirochaetia,Borrelia,anserina_Es,17,34,137,324
GCF_001936295.1,Spirochaetes,Spirochaetia,Borrelia,mayonii,17,34,137,2697
GCF_001936315.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_001936335.1,Terrabacteria group,Firmicutes,Lactobacillus,amylophilus_DSM_20533_=_JCM_1125,20,23,487,268
GCF_001936355.1,Proteobacteria,delta/epsilon subdivisions,Campylobacter,coli,16,43,165,1027
GCF_001936375.1,Terrabacteria group,Firmicutes,Bacillus,anthracis,20,23,113,334
GCF_001936395.1,FCB group,Bacteroidetes/Chlorobi group,Flavobacterium,columnare,11,6,343,1148
GCF_001936415.1,Terrabacteria group,Firmicutes,Streptococcus,suis,20,23,921,5241
GCF_001938665.1,Terrabacteria group,Firmicutes,Bacillus,safensis,20,23,113,3983
GCF_001938685.1,Terrabacteria group,Firmicutes,Bacillus,safensis,20,23,113,3983
GCF_001938705.1,Terrabacteria group,Firmicutes,Bacillus,safensis,20,23,113,3983
GCF_001938725.1,Terrabacteria group,Actinobacteria,Mycobacterium,tuberculosis_H37Ra,20,2,613,5556
GCF_001939885.2,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001940525.2,Proteobacteria,Alphaproteobacteria,Thioclava,nitratireducens,16,3,998,3054
GCF_001941345.1,Terrabacteria group,Actinobacteria,Corynebacterium,stationis,20,2,222,5172
GCF_001941365.1,Thermotogae,Thermotogae,Thermosipho,sp._1063,22,38,989,4153
GCF_001941385.1,Thermotogae,Thermotogae,Thermosipho,melanesiensis,22,38,989,2742
GCF_001941405.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Cerro,16,25,856,1453
GCF_001941425.1,Terrabacteria group,Actinobacteria,Corynebacterium,ammoniagenes_DSM_20306,20,2,222,244
GCF_001941445.1,Terrabacteria group,Actinobacteria,Corynebacterium,aquilae_DSM_44791,20,2,222,393
GCF_001941465.1,Terrabacteria group,Actinobacteria,Corynebacterium,flavescens,20,2,222,1827
GCF_001941485.1,Terrabacteria group,Actinobacteria,Corynebacterium,frankenforstense_DSM_45800,20,2,222,1875
GCF_001941505.1,Terrabacteria group,Actinobacteria,Corynebacterium,sphenisci_DSM_44792,20,2,222,5147
GCF_001941525.1,Thermotogae,Thermotogae,Marinitoga,sp._1137,22,38,538,4157
GCF_001941565.1,Terrabacteria group,Actinobacteria,Corynebacterium,phocae,20,2,222,3373
GCF_001941585.1,Proteobacteria,Gammaproteobacteria,Legionella,pneumophila,16,25,496,3526
GCF_001941605.1,FCB group,Bacteroidetes/Chlorobi group,Cellulophaga,lytica,11,6,179,2609
GCF_001941625.1,Terrabacteria group,Actinobacteria,Actinoalloteichus,fjordicus,20,2,21,1821
GCF_001941645.1,Terrabacteria group,Actinobacteria,Actinoalloteichus,sp._GBA129-24,20,2,21,4472
GCF_001941765.1,Proteobacteria,Gammaproteobacteria,Acinetobacter,baumannii,16,25,20,579
GCF_001941785.1,Terrabacteria group,Firmicutes,Lactobacillus,fermentum,20,23,487,1785
GCF_001941805.1,Proteobacteria,Gammaproteobacteria,Acinetobacter,junii,16,25,20,2410
GCF_001941825.1,Proteobacteria,Betaproteobacteria,Massilia,putida,16,7,548,3730
GCF_001941845.1,Terrabacteria group,Actinobacteria,Streptomyces,sp._TN58,20,2,923,4988
GCF_001941865.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,alcaliphila_JAB1,16,25,776,191
GCF_001941885.1,Terrabacteria group,Firmicutes,Bacillus,cereus,20,23,113,883
GCF_001941905.1,Terrabacteria group,Firmicutes,Bacillus,cereus,20,23,113,883
GCF_001941925.1,Terrabacteria group,Firmicutes,Bacillus,cereus,20,23,113,883
GCF_001941945.1,Proteobacteria,Alphaproteobacteria,Roseomonas,gilardii,16,3,823,1985
GCF_001942005.2,Terrabacteria group,Actinobacteria,Corynebacterium,pseudotuberculosis,20,2,222,3670
GCF_001942025.1,Terrabacteria group,Actinobacteria,Rhodococcus,sp._YL-1,20,2,803,5081
GCF_001945665.1,Spirochaetes,Spirochaetia,Borrelia,mayonii,17,34,137,2697
GCF_001950995.1,Proteobacteria,Alphaproteobacteria,Rickettsia,rickettsii,16,3,813,3917
GCF_001951015.1,Proteobacteria,Alphaproteobacteria,Rickettsia,rickettsii,16,3,813,3917
GCF_001951075.2,Terrabacteria group,Firmicutes,Weissella,cibaria,20,23,1037,965
GCF_001951095.1,Terrabacteria group,Firmicutes,Weissella,cibaria,20,23,1037,965
GCF_001951155.1,FCB group,Bacteroidetes/Chlorobi group,Gramella,flava_JLT2011,11,6,388,1826
GCF_001951175.1,Terrabacteria group,Firmicutes,Lactobacillus,crustorum,20,23,487,1193
GCF_001951235.1,Proteobacteria,delta/epsilon subdivisions,Campylobacter,jejuni,16,43,165,2369
GCF_001951255.1,Proteobacteria,delta/epsilon subdivisions,Campylobacter,jejuni,16,43,165,2369
GCF_001951275.1,Proteobacteria,delta/epsilon subdivisions,Campylobacter,jejuni,16,43,165,2369
GCF_001951295.1,Proteobacteria,delta/epsilon subdivisions,Campylobacter,jejuni,16,43,165,2369
GCF_001951315.1,Proteobacteria,delta/epsilon subdivisions,Campylobacter,jejuni,16,43,165,2369
GCF_001951335.1,Proteobacteria,delta/epsilon subdivisions,Campylobacter,jejuni,16,43,165,2369
GCF_001952735.1,Terrabacteria group,Firmicutes,Listeria,monocytogenes,20,23,515,2866
GCF_001952755.1,Terrabacteria group,Firmicutes,Listeria,monocytogenes,20,23,515,2866
GCF_001952775.1,Terrabacteria group,Firmicutes,Listeria,monocytogenes,20,23,515,2866
GCF_001952795.1,Terrabacteria group,Firmicutes,Listeria,monocytogenes,20,23,515,2866
GCF_001952815.1,FCB group,Bacteroidetes/Chlorobi group,Sphingobacterium,sp._B29,11,6,897,4285
GCF_001952835.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001952875.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001952895.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001952915.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_001952935.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,frederiksbergensis,16,25,776,1877
GCF_001952955.1,Proteobacteria,Gammaproteobacteria,Vibrio,fluvialis,16,25,1031,1847
GCF_001952995.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Saintpaul,16,25,856,1608
GCF_001953015.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Thompson,16,25,856,1620
GCF_001953035.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Dublin_str._ATCC_39184,16,25,856,1466
GCF_001953055.1,Proteobacteria,Alphaproteobacteria,Salaquimonas,pukyongi,16,3,841,3717
GCF_001953075.1,Proteobacteria,Gammaproteobacteria,Halioglobus,pacificus,16,25,403,3184
GCF_001953135.1,Terrabacteria group,Firmicutes,Lactobacillus,delbrueckii_subsp._bulgaricus,20,23,487,1250
GCF_001953155.1,Terrabacteria group,Actinobacteria,Gardnerella,vaginalis,20,2,358,5666
GCF_001953175.1,Terrabacteria group,Chloroflexi,Dehalogenimonas,formicexedens,20,12,249,1857
GCF_001953195.1,Proteobacteria,Gammaproteobacteria,Acinetobacter,soli,16,25,20,4119
GCF_001953235.1,Terrabacteria group,Firmicutes,Enterococcus,faecium,20,23,309,1749
GCF_900327875.1,Proteobacteria,Betaproteobacteria,Bordetella,pertussis,16,7,136,3318
GCF_001953255.1,Terrabacteria group,Firmicutes,Enterococcus,faecium,20,23,309,1749
GCF_001953675.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Saintpaul,16,25,856,1608
GCF_001953695.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Saintpaul,16,25,856,1608
